LID,ISO639.3,language,alt.language.name,language.search,lsbranch,ssbranch,sbranch,mbranch,stock,alt.stock.name,stock.search,longitude,latitude,area,continent
669,kbk,Koiari,"Koiari (Grass),Koiari","Koiari, Koiari (Grass),Koiari",NA,NA,NA,Koiaric,Koiarian,NA,Koiarian,147.33,-9.5,S New Guinea,NG and Oceania
670,klj,Khalaj,"Khalaj, Chaladsch","Khalaj, Khalaj, Chaladsch",NA,Arghu,Oghuz,Common Turkic,Turkic,NA,Turkic,50,35,Greater Mesopotamia,W and SW Eurasia
672,duu,Jinghpo,Tulung,"Jinghpo, Tulung",NA,NA,Kachinic,Brahmaputran (Sal),Sino-Tibetan,NA,Sino-Tibetan,98.33,28,Southeast Asia,S/SE Asia
673,pbh,Panare,Panare,"Panare, Panare",NA,NA,NA,NA,Cariban,Carib,"Cariban, Carib",-66,6.5,NE South America,S America
674,lif,Limbu,Limbu,"Limbu, Limbu",Limbu,Eastern Kiranti,Central-Eastern Kiranti,Kiranti,Sino-Tibetan,NA,Sino-Tibetan,87.75,27.17,Indic,S/SE Asia
675,kbd,Circassian (East),"Kabardian,Circassian (East)","Circassian (East), Kabardian,Circassian (East)",Circassian,NA,NA,Circassian,West Caucasian,"Northwest Caucasian, Abkhaz-Adyghe","West Caucasian, Northwest Caucasian, Abkhaz-Adyghe",43.5,43.5,Greater Mesopotamia,W and SW Eurasia
676,kur,Kurmanjî,"Kurmanjî; Northern Kurdish, Kurmancî, Kirmancî, Kermancî, Kurdi, Kurdî","Kurmanjî, Kurmanjî; Northern Kurdish, Kurmancî, Kirmancî, Kermancî, Kurdi, Kurdî",Kurdish,Northwest Iranian,Iranian,Indo-Iranian,Indo-European,NA,Indo-European,42,38,Greater Mesopotamia,W and SW Eurasia
677,swe,Swedish,Swedish,"Swedish, Swedish",NA,NA,North Germanic,Germanic,Indo-European,NA,Indo-European,15,60,Europe,W and SW Eurasia
678,bul,Bulgarian,Bulgarian,"Bulgarian, Bulgarian",NA,South Slavic,Slavic,Balto-Slavic,Indo-European,NA,Indo-European,25,42.5,Europe,W and SW Eurasia
679,udm,Udmurt,Udmurt,"Udmurt, Udmurt",NA,Permian,Finno-Permian,Finno-Ugric,Uralic,NA,Uralic,52.5,57.5,Inner Asia,N-C Asia
680,mns,Mansi,Mansi,"Mansi, Mansi",NA,Ob-Ugric,Ugric,Finno-Ugric,Uralic,NA,Uralic,62,62,Inner Asia,N-C Asia
681,kca,Khanty,"Ostyak, Khanty (Northern)","Khanty, Ostyak, Khanty (Northern)",NA,Ob-Ugric,Ugric,Finno-Ugric,Uralic,NA,Uralic,65,65,Inner Asia,N-C Asia
682,yua,Yucatec,Yucatec,"Yucatec, Yucatec",NA,NA,NA,Yucatecan,Mayan,NA,Mayan,-89,20,Mesoamerica,C America
683,ron,Romanian,Romanian,"Romanian, Romanian",NA,NA,Italic,Italic-Celtic,Indo-European,NA,Indo-European,25,46,Europe,W and SW Eurasia
685,kla,Klamath,Klamath,"Klamath, Klamath",NA,NA,NA,Klamath-Sahaptian,Plateau Penutian,Plateau,"Plateau Penutian, Plateau",-121.5,42.5,Basin and Plains,W N America
686,dal,Dahalo,Dahalo,"Dahalo, Dahalo",NA,NA,NA,Southern Cushitic,Cushitic,NA,Cushitic,40.5,-2.33,S Africa,Africa
687,hop,Hopi,Hopi,"Hopi, Hopi",NA,NA,NA,Northern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-110,36,Basin and Plains,E N America
688,crn; cok,Cora,Cora,"Cora, Cora",NA,NA,Sonoran,Southern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-104.83,22.17,Mesoamerica,C America
689,NA,Rarámuri,"Rarámuri, Tarahumara","Rarámuri, Rarámuri, Tarahumara",NA,NA,Sonoran,Southern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-107.08,26.85,Mesoamerica,C America
690,nmm,Manange,"Manange, Manangba, 	Manang, Manangbhot, Manangbolt, Manange, Manangi, Northern Gurung, Nyeshang, Nyishang","Manange, Manange, Manangba, 	Manang, Manangbhot, Manangbolt, Manange, Manangi, Northern Gurung, Nyeshang, Nyishang",NA,NA,Tamangic (TGTM),Bodic,Sino-Tibetan,NA,Sino-Tibetan,84.01,28.4,Indic,S/SE Asia
691,bod,Tibetan (Lhasa),Tibetan (Lhasa),"Tibetan (Lhasa), Tibetan (Lhasa)",NA,Central Tibetan (U-Tsang),Tibetan,Bodic,Sino-Tibetan,NA,Sino-Tibetan,91.1,29.65,Inner Asia,N-C Asia
692,lmc,Limilngan,Limilngan,"Limilngan, Limilngan",NA,NA,NA,NA,Limilngan,NA,Limilngan,131.92,-12.5,N Australia,Australia
693,jap,Jarawara,Jarawara,"Jarawara, Jarawara",NA,NA,NA,NA,Arawan,Arauan,"Arawan, Arauan",-65.5,-7.5,NE South America,S America
694,sac,Fox,Fox,"Fox, Fox",NA,NA,NA,Algonquian,Algic,NA,Algic,-83,43,E North America,E N America
695,ccc,Chamicuro,Chamicuro,"Chamicuro, Chamicuro",NA,NA,NA,NA,Arawakan,Maipurean,"Arawakan, Maipurean",-75.48,-5.23,NE South America,S America
696,guc,Wayuu,"Goajiro,Wayuu (Goajiro Arawak)","Wayuu, Goajiro,Wayuu (Goajiro Arawak)",NA,NA,NA,Caribbean,Arawakan,Maipurean,"Arawakan, Maipurean",-72,12,NE South America,S America
697,mau,Mazateco (Huautla),"Mazatec (Huautla), Huautla Mazateco","Mazateco (Huautla), Mazatec (Huautla), Huautla Mazateco",NA,NA,NA,Popolocan,Otomanguean,Oto-Manguean,"Otomanguean, Oto-Manguean",-96.83,18.25,E North America,C America
699,san,Sanskrit,Sanskrit,"Sanskrit, Sanskrit",NA,Sanskrit,Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,77,25,Indic,S/SE Asia
700,sme,Saami (North),North Saami,"Saami (North), North Saami",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,NA,Uralic,24,69,Inner Asia,N-C Asia
701,sma,Saami (South),South Saami,"Saami (South), South Saami",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,NA,Uralic,11.24,62.35,Europe,W and SW Eurasia
702,smj,Saami (Lule),Lule Saami,"Saami (Lule), Lule Saami",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,NA,Uralic,16.04,68.03,Europe,W and SW Eurasia
703,sje,Saami (Pite),Pite Saami,"Saami (Pite), Pite Saami",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,NA,Uralic,17.54,66.03,Europe,W and SW Eurasia
704,sju,Saami (Ume),Ume Saami,"Saami (Ume), Ume Saami",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,NA,Uralic,17.3,65.32,Europe,W and SW Eurasia
705,sms,Saami (Skolt),Skolt Saami,"Saami (Skolt), Skolt Saami",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,NA,Uralic,29.04,69.38,Inner Asia,N-C Asia
706,smn,Saami (Inari),"Enare Saami,Inari Saami","Saami (Inari), Enare Saami,Inari Saami",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,NA,Uralic,27.01,68.54,Inner Asia,N-C Asia
707,sjt,Saami (Ter),Ter Saami,"Saami (Ter), Ter Saami",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,NA,Uralic,39.39,67.14,Inner Asia,N-C Asia
708,sia,Saami (Akkala),Akkala Saami,"Saami (Akkala), Akkala Saami",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,NA,Uralic,32.45,67.3,Inner Asia,N-C Asia
709,sjd,Saami (Kildin),Kildin Saami,"Saami (Kildin), Kildin Saami",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,NA,Uralic,37,67,Inner Asia,N-C Asia
710,fao,Faroese,Faroese,"Faroese, Faroese",NA,NA,North Germanic,Germanic,Indo-European,NA,Indo-European,-7,62,Europe,W and SW Eurasia
711,nob,Norwegian (Bokmål),"Norwegian (Bokmål), Norwegian","Norwegian (Bokmål), Norwegian (Bokmål), Norwegian",NA,NA,North Germanic,Germanic,Indo-European,NA,Indo-European,10.45,59.55,Europe,W and SW Eurasia
712,nno,Norwegian (Nynorsk),Norwegian (Nynorsk),"Norwegian (Nynorsk), Norwegian (Nynorsk)",NA,NA,North Germanic,Germanic,Indo-European,NA,Indo-European,6.06,62.09,Europe,W and SW Eurasia
713,enf,Enets (Forest),"Yenisei Samoyed, Enets (Forest)","Enets (Forest), Yenisei Samoyed, Enets (Forest)",NA,NA,Northern Samoyedic,Samoyedic,Uralic,NA,Uralic,86.5,67.5,Inner Asia,N-C Asia
714,nrn,Shetland Norn,Shetland Norn,"Shetland Norn, Shetland Norn",NA,NA,North Germanic,Germanic,Indo-European,NA,Indo-European,-1.09,60.09,Europe,W and SW Eurasia
715,gla,Scottish Gaelic,Scottish Gaelic,"Scottish Gaelic, Scottish Gaelic",NA,NA,Celtic,Italic-Celtic,Indo-European,NA,Indo-European,-4,57,Europe,W and SW Eurasia
716,yrk,Nenets (Forest),Forest Nenets,"Nenets (Forest), Forest Nenets",NA,NA,Northern Samoyedic,Samoyedic,Uralic,NA,Uralic,65.31,57.09,Inner Asia,N-C Asia
717,koi,Komi (Permyak),Komi (Permyak),"Komi (Permyak), Komi (Permyak)",NA,Permian,Finno-Permian,Finno-Ugric,Uralic,NA,Uralic,54.5,59.5,Inner Asia,N-C Asia
718,pao,Paiute (Northern),Northern Paiute,"Paiute (Northern), Northern Paiute",NA,NA,Numic,Northern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-118,42,Basin and Plains,E N America
719,kim,Tofa (Karagas),Tofa (Karagas),"Tofa (Karagas), Tofa (Karagas)",NA,Siberian,Northern Turkish,Common Turkic,Turkic,NA,Turkic,98,53.75,Inner Asia,N-C Asia
720,kgy,Tibetan (Kyirong),"Kyerung,Tibetan (Kyirong)","Tibetan (Kyirong), Kyerung,Tibetan (Kyirong)",NA,Central Tibetan (U-Tsang),Tibetan,Bodic,Sino-Tibetan,NA,Sino-Tibetan,85.16,28.28,Indic,S/SE Asia
722,cng,Qiang,Qiang,"Qiang, Qiang",NA,NA,NA,Qiangic,Sino-Tibetan,NA,Sino-Tibetan,102.67,32,Southeast Asia,S/SE Asia
723,bod,Tibetan (Dege),Tibetan (Dege),"Tibetan (Dege), Tibetan (Dege)",NA,Eastern Kham Tibetan,Tibetan,Bodic,Sino-Tibetan,NA,Sino-Tibetan,98.4,31.5,Inner Asia,N-C Asia
724,taj,Tamang (Eastern),Tamang,"Tamang (Eastern), Tamang",NA,NA,Tamangic (TGTM),Bodic,Sino-Tibetan,NA,Sino-Tibetan,85.25,28,Indic,S/SE Asia
725,ita,Italian,"Italiano,Italian","Italian, Italiano,Italian",NA,NA,Italic,Italic-Celtic,Indo-European,NA,Indo-European,12,43,Europe,W and SW Eurasia
726,cat,Catalan (Standard),"Català , Bacavès , Catalonian,Catalan, Central Catalan","Catalan (Standard), Català , Bacavès , Catalonian,Catalan, Central Catalan",NA,NA,Italic,Italic-Celtic,Indo-European,NA,Indo-European,2,41.75,Europe,W and SW Eurasia
727,srd,Sardinian,Sardinian,"Sardinian, Sardinian",NA,NA,Italic,Italic-Celtic,Indo-European,NA,Indo-European,9,40,Europe,W and SW Eurasia
728,kzq,Kaike,Kaike,"Kaike, Kaike",NA,NA,Tamangic (TGTM),Bodic,Sino-Tibetan,NA,Sino-Tibetan,83.05,29.1,Indic,S/SE Asia
729,mgp,Magar,Magar,"Magar, Magar",NA,NA,NA,Remnant Himalayish,Sino-Tibetan,NA,Sino-Tibetan,83.59,28.83,Indic,S/SE Asia
730,ths,Thakali,Thakali,"Thakali, Thakali",NA,NA,Tamangic (TGTM),Bodic,Sino-Tibetan,NA,Sino-Tibetan,83.75,29,Indic,S/SE Asia
732,ett,Etruscan,Etruscan,"Etruscan, Etruscan",NA,NA,NA,NA,Etruscan,NA,Etruscan,11,43.42,Europe,W and SW Eurasia
733,xtz,Tasmanian,Tasmanian,"Tasmanian, Tasmanian",NA,NA,NA,NA,Tasmanian,NA,Tasmanian,146.5,-42.17,S Australia,Australia
734,dlc,Dalska,"Älvdalska, Elfdalska, Dalmål, Dalecarlian,Dalska","Dalska, Älvdalska, Elfdalska, Dalmål, Dalecarlian,Dalska",NA,NA,North Germanic,Germanic,Indo-European,NA,Indo-European,14.07,61.22,Europe,W and SW Eurasia
735,rji,Raji,"Rajibar,Raji","Raji, Rajibar,Raji",NA,NA,NA,Raji,Sino-Tibetan,NA,Sino-Tibetan,81.16,28.44,Indic,S/SE Asia
736,tbc,Takia,Takia,"Takia, Takia",North New Guinea linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,146,-4.67,N Coast New Guinea,NG and Oceania
737,sbe,Saliba,Saliba,"Saliba, Saliba",Papuan Tip,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,150.72,-10.58,S New Guinea,NG and Oceania
738,eve,Even,"Even, Lamut","Even, Even, Lamut",NA,NA,Northeastern Tungusic,Northern Tungusic,Tungusic,NA,Tungusic,130,68,Inner Asia,N-C Asia
739,kqz,Korana,"Koranna,Korana, !ora","Korana, Koranna,Korana, !ora",NA,NA,NA,Khoekhoe,Kwadi-Khoe,Central Khoisan,"Kwadi-Khoe, Central Khoisan",20.5,-29.5,S Africa,Africa
740,kik,Kikuyu,"Gikuyu , Gekoyo,Kikuyu","Kikuyu, Gikuyu , Gekoyo,Kikuyu",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,36.75,-0.75,S Africa,Africa
741,run,Rundi,"Kirundi , Urundi,Rundi","Rundi, Kirundi , Urundi,Rundi",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,30,-3.5,S Africa,Africa
742,mor,Moro,"Dhimorong,Moro","Moro, Dhimorong,Moro",NA,NA,NA,NA,Kordofanian,NA,Kordofanian,30.17,11,African Savannah,Africa
743,tic,Tiro,"Tira , Thiro , Lithiro,Tiro","Tiro, Tira , Thiro , Lithiro,Tiro",NA,NA,NA,NA,Kordofanian,NA,Kordofanian,30.41,10.68,African Savannah,Africa
744,nyi,Nyimang,"Ama,Nyimang","Nyimang, Ama,Nyimang",NA,NA,NA,NA,Nyima,NA,Nyima,29.33,12.17,African Savannah,Africa
745,aid,Anguthimri,Anguthimri,"Anguthimri, Anguthimri",NA,NA,Northern Pama,Paman,Pama-Nyungan,NA,Pama-Nyungan,141.83,-12.33,N Australia,Australia
746,ado,Arapesh (Abu),"Arapesh (Abu), But Arapesh, Weri","Arapesh (Abu), Arapesh (Abu), But Arapesh, Weri",NA,NA,Arapesh,Kombio,Torricelli,NA,Torricelli,142.95,-3.45,N Coast New Guinea,NG and Oceania
747,NA,Ayomán,Ayomán,"Ayomán, Ayomán",NA,NA,NA,NA,Jirajaran,NA,Jirajaran,-69,11,NE South America,S America
748,aze,Azerbaijani,Azerbaijani,"Azerbaijani, Azerbaijani",NA,NA,Oghuz,Common Turkic,Turkic,NA,Turkic,48.5,40.5,Greater Mesopotamia,W and SW Eurasia
749,NA,Bahuana,Bahuana,"Bahuana, Bahuana",NA,NA,NA,North Amazonian,Arawakan,Maipurean,"Arawakan, Maipurean",-62.5,-0.5,NE South America,S America
750,NA,Berber (Figuig),Berber (Figuig),"Berber (Figuig), Berber (Figuig)",Berber,NA,NA,NA,Berber,NA,Berber,-1.5,32.5,N Africa,Africa
751,NA,Betoi,Betoi,"Betoi, Betoi",NA,NA,NA,NA,Betoi,NA,Betoi,-71.25,7.17,NE South America,S America
752,adi,Bokar,Bokar,"Bokar, Bokar",NA,NA,Eastern Tani,Tani,Sino-Tibetan,NA,Sino-Tibetan,94.67,28.5,Indic,S/SE Asia
753,adi,Bori,Bori,"Bori, Bori",NA,NA,Western Tani,Tani,Sino-Tibetan,NA,Sino-Tibetan,94.75,28.33,Indic,S/SE Asia
754,bgg,Bugun,Bugun,"Bugun, Bugun",NA,NA,NA,Greater Sherdukpen,Sino-Tibetan,NA,Sino-Tibetan,92.58,27.5,Indic,S/SE Asia
755,yil,Bularnu,Bularnu,"Bularnu, Bularnu",NA,NA,NA,Warluwarric,Pama-Nyungan,NA,Pama-Nyungan,138,-21,S Australia,Australia
756,ram,Canela,"Canela, Kanela","Canela, Canela, Kanela",NA,Northern Ge,Amazonian Ge,Ge,Macro-Ge,NA,Macro-Ge,-45,-6,NE South America,S America
757,NA,Chasta Costa,Chasta Costa,"Chasta Costa, Chasta Costa",NA,NA,NA,Athabaskan,Na-Dene,NA,Na-Dene,-124,42.67,California,W N America
758,xch,Chemakum,Chemakum,"Chemakum, Chemakum",NA,NA,NA,NA,Chimakuan,NA,Chimakuan,-122.92,48.08,Alaska-Oregon,W N America
759,NA,Colac,Colac,"Colac, Colac",NA,NA,NA,Kulinic,Pama-Nyungan,NA,Pama-Nyungan,143.5,-38.33,S Australia,Australia
760,xcm,Comecrudo,Comecrudo,"Comecrudo, Comecrudo",NA,NA,NA,NA,Comecrudan,NA,Comecrudan,-99,25.83,Mesoamerica,C America
761,css,Costanoan,Costanoan,"Costanoan, Costanoan",NA,Costanoan,Miwok-Costanoan,Utian,Yokuts-Utian,NA,Yokuts-Utian,-122,37,California,W N America
762,NA,Cuica,"Cuica, Timoté, Timoté-Cuica","Cuica, Cuica, Timoté, Timoté-Cuica",NA,NA,NA,Timotean,Macro-Ge,NA,Macro-Ge,-70.5,9,NE South America,S America
763,doc; kmc,Dong,Dong,"Dong, Dong",NA,NA,NA,NA,Tai-Kadai,NA,Tai-Kadai,109,27,Southeast Asia,S/SE Asia
764,NA,Esmeralda,"Esmeraldeño, Esmeralda, Tacame, Atacame","Esmeralda, Esmeraldeño, Esmeralda, Tacame, Atacame",NA,NA,NA,NA,Esmeralda,"Tacame, Esmeraldeño, Atacame","Esmeralda, Tacame, Esmeraldeño, Atacame",-79.83,0.33,Andean,S America
765,opt,Eudeve,Eudeve,"Eudeve, Eudeve",NA,NA,Sonoran,Southern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-109.67,29.17,Mesoamerica,C America
766,frr; frs; fry,Frisian,Frisian,"(Frisian), Frisian",NA,Frisian,West Germanic,Germanic,Indo-European,NA,Indo-European,5,53,Europe,W and SW Eurasia
767,adl,Gallong,"Gallong, Adi, Adi-Gallong, Adi-Galo, Gallong, Galong","Gallong, Gallong, Adi, Adi-Gallong, Adi-Galo, Gallong, Galong",NA,NA,Western Tani,Tani,Sino-Tibetan,NA,Sino-Tibetan,94.67,28.17,Indic,S/SE Asia
769,NA,Guaque,Guaque,"Guaque, Guaque",NA,NA,NA,NA,Cariban,Carib,"Cariban, Carib",-72.08,1,NE South America,S America
770,NA,Sign Language Hong Kong,Sign Language Hong Kong,"Sign Language Hong Kong, Sign Language Hong Kong",NA,NA,NA,NA,Sign Language Hong Kong,NA,Sign Language Hong Kong,114,22.5,Southeast Asia,S/SE Asia
773,NA,Juat,Juat,"Juat, Juat",NA,NA,Nyungic,Southwestern Pama-Nyungan,Pama-Nyungan,NA,Pama-Nyungan,115.5,-31,S Australia,Australia
774,zkk,Karankawa,Karankawa,"Karankawa, Karankawa",NA,NA,NA,NA,Karankawa,NA,Karankawa,-97,28,Basin and Plains,E N America
775,zku,Kaurna,Kaurna,"Kaurna, Kaurna",NA,NA,Yura,Southwestern Pama-Nyungan,Pama-Nyungan,NA,Pama-Nyungan,138.5,-34.25,S Australia,Australia
776,bwv; knh; ubm; xkl; xkm; xky; mqd; sib; boc; ttw; wkh; puj;,Kenyah (Umaí Lung),Kenyah (Umaí Lung),"Kenyah (Umaí Lung), Kenyah (Umaí Lung)",NA,NA,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,115.83,3,Southeast Asia,S/SE Asia
777,zko,Kott,Kott,"Kott, Kott",NA,NA,NA,NA,Yeniseian,NA,Yeniseian,94,57,Inner Asia,N-C Asia
778,rop,Kriol (Fitzroy Crossing),Kriol (Fitzroy Crossing),"Kriol (Fitzroy Crossing), Kriol (Fitzroy Crossing)",NA,NA,NA,NA,Kriol (Fitzroy Crossing),NA,Kriol (Fitzroy Crossing),125.58,-18.17,N Australia,Australia
779,NA,Kuala,Kualan,"Kuala, Kualan",NA,Malayan / Malayic,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,110.42,-0.42,Southeast Asia,S/SE Asia
780,xwa,Kwazá,"Kwaza, Koaia, Kwazá, Arara","Kwazá, Kwaza, Koaia, Kwazá, Arara",NA,NA,NA,NA,Kwaza,NA,Kwaza,-60.67,-12.58,NE South America,S America
781,NA,Lughat al-Isharat al-Lubnaniya,Lughat al-Isharat al-Lubnaniya,"Lughat al-Isharat al-Lubnaniya, Lughat al-Isharat al-Lubnaniya",NA,NA,NA,NA,Lughat al-Isharat al-Lubnaniya,NA,Lughat al-Isharat al-Lubnaniya,35.83,34,Greater Mesopotamia,W and SW Eurasia
782,NA,Lule,Lule,"Lule, Lule",NA,NA,NA,Lule,Lule-Vilela,NA,Lule-Vilela,-64,-28,SE South America,S America
783,NA,Madimadi,Madimadi,"Madimadi, Madimadi",NA,NA,NA,Kulinic,Pama-Nyungan,NA,Pama-Nyungan,143.5,-34.5,S Australia,Australia
784,NA,Maipure,Maipure,"Maipure, Maipure",NA,NA,NA,NA,Arawakan,Maipurean,"Arawakan, Maipurean",-67.5,5.5,NE South America,S America
785,yab,Máko,"Máku, Máko, Maco, Macu, Makú","Máko, Máku, Máko, Maco, Macu, Makú",NA,NA,NA,NA,Máko,NA,Máko,-69.83,0.42,NE South America,S America
786,rnp,Marchha,Marchha,"Marchha, Marchha",NA,NA,Greater Kinnauri,West Himalayish,Sino-Tibetan,NA,Sino-Tibetan,79.58,30.25,Indic,S/SE Asia
787,mnt,Mayi-Yapi,Mayi-Yapi,"Mayi-Yapi, Mayi-Yapi",NA,NA,Mayabic,Paman,Pama-Nyungan,NA,Pama-Nyungan,141,-20,N Australia,Australia
788,vmb,Mbabaram,Mbabaram,"Mbabaram, Mbabaram",NA,NA,Southern Pama,Paman,Pama-Nyungan,NA,Pama-Nyungan,145,-17.17,N Australia,Australia
789,adi,Milang,Milang,"Milang, Milang",NA,NA,Eastern Tani,Tani,Sino-Tibetan,NA,Sino-Tibetan,95.25,28.5,Indic,S/SE Asia
790,omc,Mochica,"Mochica,  Chimú, Yunga, Yunca, Muchic","Mochica, Mochica,  Chimú, Yunga, Yunca, Muchic",NA,NA,NA,NA,Mochica,"Mochica, Chimuan","Mochica, Mochica, Chimuan",-79.33,-7.5,Andean,S America
791,mon,Khamnigan,Mongol (Khamnigan),"Khamnigan, Mongol (Khamnigan)",NA,NA,NA,NA,Mongolic,Mongolian,"Mongolic, Mongolian",117,49,Inner Asia,N-C Asia
792,NA,Nahuatl (Huauchinango),Nahuatl (Huauchinango),"Nahuatl (Huauchinango), Nahuatl (Huauchinango)",NA,NA,Aztecan,Southern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-98.08,20.17,Mesoamerica,C America
793,NA,Nahuatl (Milpa Alta),Nahuatl (Milpa Alta),"Nahuatl (Milpa Alta), Nahuatl (Milpa Alta)",NA,NA,Aztecan,Southern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-99.17,19.25,Mesoamerica,C America
794,NA,Nahuatl (Pochutla),Nahuatl (Pochutla),"Nahuatl (Pochutla), Nahuatl (Pochutla)",NA,NA,Aztecan,Southern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-96.5,15.75,Mesoamerica,C America
795,yia,Nhanda,Nhanda,"Nhanda, Nhanda",NA,NA,Kartu,Southwestern Pama-Nyungan,Pama-Nyungan,NA,Pama-Nyungan,114.17,-27,S Australia,Australia
796,puq,Puquina,Puquina,"Puquina, Puquina",NA,NA,NA,NA,Puquina,"Puquina-Collahuaya, Puquina-Callahuaya","Puquina, Puquina-Collahuaya, Puquina-Callahuaya",-68.5,-16.5,Andean,S America
797,quh,Quechua (Bolivian),Quechua (Bolivian),"Quechua (Bolivian), Quechua (Bolivian)",NA,NA,NA,NA,Quechuan,NA,Quechuan,-66,-20,Andean,S America
798,NA,Romani (Sepecides),Romani (Sepecides),"Romani (Sepecides), Romani (Sepecides)",Romani,Central Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,27,38.25,Greater Mesopotamia,W and SW Eurasia
799,NA,Russian-Chinese Pidgin,aka Birobidjan,"Russian-Chinese Pidgin, aka Birobidjan",NA,NA,NA,NA,Russian-Chinese Pidgin,Birobidjan,"Russian-Chinese Pidgin, Birobidjan",132.95,48.8,Inner Asia,N-C Asia
800,wee; wen,Sorbian,Sorbian,"Sorbian, Sorbian",NA,West Slavic,Slavic,Balto-Slavic,Indo-European,NA,Indo-European,14,51.5,Europe,W and SW Eurasia
801,xtz,Tasmanian (Oyster Bay to Pitwater),Tasmanian (Oyster Bay to Pitwater),"Tasmanian (Oyster Bay to Pitwater), Tasmanian (Oyster Bay to Pitwater)",NA,NA,NA,NA,Tasmanian,NA,Tasmanian,147.75,-42.5,S Australia,Australia
803,tpw,Tupi,Tupi,"Tupi, Tupi",NA,NA,NA,Tupi-Guaraní,Tupian,NA,Tupian,-36,-6,NE South America,S America
804,NA,Tzeltal,Tzeltal,"Tzeltal, Tzeltal",NA,NA,Tzeltalan,Greater Tzeltalan,Mayan,NA,Mayan,-92.25,16.83,Mesoamerica,C America
805,uzb,Uzbek,Uzbek,"Uzbek, Uzbek",NA,NA,Karluk (Southeastern Turkic),Common Turkic,Turkic,NA,Turkic,66,39,Inner Asia,N-C Asia
806,NA,Warrnambool,Kuurn Kopan Noot,"Warrnambool, Kuurn Kopan Noot",NA,NA,NA,Kulinic,Pama-Nyungan,NA,Pama-Nyungan,142.5,-38.25,S Australia,Australia
808,NA,Wathawurrung,Wathawurrung,"Wathawurrung, Wathawurrung",NA,NA,NA,Kulinic,Pama-Nyungan,NA,Pama-Nyungan,144,-38,S Australia,Australia
810,NA,Western Desert (Ooldea),Western Desert (Ooldea),"Western Desert (Ooldea), Western Desert (Ooldea)",NA,NA,Wati,Southwestern Pama-Nyungan,Pama-Nyungan,NA,Pama-Nyungan,132,-30.5,S Australia,Australia
811,NA,Woiwurrung,Wuywurrung,"Woiwurrung, Wuywurrung",NA,NA,NA,Kulinic,Pama-Nyungan,NA,Pama-Nyungan,145.5,-37.5,S Australia,Australia
812,NA,Womo,Womo,"Womo, Womo",NA,Serra Hills,NA,Skou-Serra-Warapu,Macro-Skou,Sko,"Macro-Skou, Sko",141.83,-2.92,N Coast New Guinea,NG and Oceania
813,NA,Yaygir,Yaygir,"Yaygir, Yaygir",NA,NA,NA,Gumbaynggiric,Pama-Nyungan,NA,Pama-Nyungan,153,-29.67,S Australia,Australia
814,ydd,Yiddish,Yiddish,"Yiddish, Yiddish",NA,NA,West Germanic,Germanic,Indo-European,NA,Indo-European,23,52,Europe,W and SW Eurasia
815,NA,Yorta Yorta,Yorta Yorta,"Yorta Yorta, Yorta Yorta",NA,NA,NA,Yotayotic,Pama-Nyungan,NA,Pama-Nyungan,146,-36,S Australia,Australia
817,NA,Yurimangí,Yurimangí,"Yurimangí, Yurimangí",NA,NA,NA,NA,Yurimangí,NA,Yurimangí,-77,3.83,Andean,S America
818,aaa,Ghotuo,Ghotuo,"Ghotuo, Ghotuo",NA,NA,NA,Edoid,Benue-Congo,NA,Benue-Congo,5.75,7.08,African Savannah,Africa
